file,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_00411.wav,3.5497997,2.782895,4.2037926,4.087969,4.02974,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_03825.wav,3.0497205,2.8518243,3.7948651,3.9499693,4.1045575,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_01733.wav,2.8742492,2.152949,4.275178,3.8447125,3.26351,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_03502.wav,3.3841388,1.9061502,4.452998,3.9901633,3.7666652,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_00251.wav,3.8615282,2.7594655,4.486306,4.20179,3.958284,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_00616.wav,3.0434387,2.0840108,4.0775414,3.8633916,3.5008302,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_03917.wav,3.310561,2.2772248,4.2927647,4.168077,4.0538363,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_02430.wav,3.734566,2.6350105,4.1044865,4.0132246,4.0609474,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_02821.wav,3.2727268,2.392071,4.4558015,4.0896106,3.9781115,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_01052.wav,3.4083722,2.3706896,4.11902,3.8876417,3.9815361,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_04771.wav,3.2907293,2.7864807,3.9313388,3.8426774,3.3443449,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_04192.wav,3.6122649,2.9244807,4.1735477,4.0298615,4.0947757,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_01382.wav,3.6421318,2.1234884,4.2007484,3.5432806,3.806635,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_03047.wav,3.5141075,2.516053,4.3047495,4.086347,3.295328,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_03714.wav,4.027026,2.8192863,4.3362684,4.122288,4.2273855,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_03239.wav,3.1592863,2.5148418,4.773019,4.376789,4.3855357,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_04502.wav,2.2772954,2.7546186,3.5234032,3.7964747,3.1992583,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_01844.wav,3.3990514,2.496312,3.6435452,3.8590243,4.01589,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_03078.wav,3.9676588,2.3661048,4.6005135,4.196682,4.15462,NISQAv2
